Relative density,Number of polygonal cells,Mean of cell edge number,Variance of cell edge number,Skewness of cell edge number,Kurtosis of cell edge number,Mean of cell area,Variance of cell area,Skewness of cell area,Kurtosis of cell area,Mean of cell compactness,Variance of cell compactness,Skewness of cell compactness,Kurtosis of cell compactness,Mean of cell eccentricity,Variance of cell eccentricity,Skewness of cell eccentricity,Kurtosis of cell eccentricity,Mean of strut length,Variance of strut length,Skewness of strut length,Kurtosis of strut length,Mean of strut orientation,Variance of strut orientation,Skewness of strut orientation,Kurtosis of strut orientation,Mean of nodal connectivity,Variance of nodal connectivity,Skewness of nodal connectivity,Kurtosis of nodal connectivity,Mean of neighboring seed distance,Variance of neighboring seed distance,Skewness of neighboring seed distance,Kurtosis of neighboring seed distance,Mean of neighboring seed angle sine,Variance of neighboring seed angle sine,Skewness of neighboring seed angle sine,Kurtosis of neighboring seed angle sine,Mean of neighboring seed angle cosine,Variance of neighboring seed angle cosine,Skewness of neighboring seed angle cosine,Kurtosis of neighboring seed angle cosine,Relative stiffness
0.01,1030,5.5204,1.0953,0.35056,2.9343,0.00062489,2.22E-08,0.059095,2.9868,0.75509,0.0037889,-0.95344,5.7368,0.70066,0.023536,-0.0088741,2.203,0.018422,7.39E-05,-0.17714,1.989,44.541,681.93,-0.1061,1.8031,3.1345,0.15015,3.0819,13.202,0.021263,5.83E-06,-0.045807,3.1758,0.00029294,0.0077327,0.022717,2.7656,0.00011667,0.0074359,-0.0032018,3.577,2.10E-06
0.05,1030,5.5204,1.0953,0.35056,2.9343,0.00062489,2.22E-08,0.059095,2.9868,0.75509,0.0037889,-0.95344,5.7368,0.70066,0.023536,-0.0088741,2.203,0.018422,7.39E-05,-0.17714,1.989,44.541,681.93,-0.1061,1.8031,3.1345,0.15015,3.0819,13.202,0.021263,5.83E-06,-0.045807,3.1758,0.00029294,0.0077327,0.022717,2.7656,0.00011667,0.0074359,-0.0032018,3.577,0.00026235
0.1,1030,5.5204,1.0953,0.35056,2.9343,0.00062489,2.22E-08,0.059095,2.9868,0.75509,0.0037889,-0.95344,5.7368,0.70066,0.023536,-0.0088741,2.203,0.018422,7.39E-05,-0.17714,1.989,44.541,681.93,-0.1061,1.8031,3.1345,0.15015,3.0819,13.202,0.021263,5.83E-06,-0.045807,3.1758,0.00029294,0.0077327,0.022717,2.7656,0.00011667,0.0074359,-0.0032018,3.577,0.0019977
0.15,1030,5.5204,1.0953,0.35056,2.9343,0.00062489,2.22E-08,0.059095,2.9868,0.75509,0.0037889,-0.95344,5.7368,0.70066,0.023536,-0.0088741,2.203,0.018422,7.39E-05,-0.17714,1.989,44.541,681.93,-0.1061,1.8031,3.1345,0.15015,3.0819,13.202,0.021263,5.83E-06,-0.045807,3.1758,0.00029294,0.0077327,0.022717,2.7656,0.00011667,0.0074359,-0.0032018,3.577,0.0061905
0.2,1030,5.5204,1.0953,0.35056,2.9343,0.00062489,2.22E-08,0.059095,2.9868,0.75509,0.0037889,-0.95344,5.7368,0.70066,0.023536,-0.0088741,2.203,0.018422,7.39E-05,-0.17714,1.989,44.541,681.93,-0.1061,1.8031,3.1345,0.15015,3.0819,13.202,0.021263,5.83E-06,-0.045807,3.1758,0.00029294,0.0077327,0.022717,2.7656,0.00011667,0.0074359,-0.0032018,3.577,0.013209
0.01,1385,5.4188,1.0629,0.4578,3.0212,0.00046216,1.72E-08,0.40819,3.3215,0.75137,0.0036095,-0.67642,4.0604,0.69112,0.02264,0.099985,2.2685,0.016133,5.11E-05,-0.28511,2.0575,43.657,688.34,-0.12744,1.7873,3.1714,0.19966,2.7655,10.8,0.018186,4.15E-06,0.14715,2.7766,0.00030509,0.0083275,-0.0285,2.9411,0.00026663,0.0078733,-0.16617,3.0476,1.68E-06
0.05,1385,5.4188,1.0629,0.4578,3.0212,0.00046216,1.72E-08,0.40819,3.3215,0.75137,0.0036095,-0.67642,4.0604,0.69112,0.02264,0.099985,2.2685,0.016133,5.11E-05,-0.28511,2.0575,43.657,688.34,-0.12744,1.7873,3.1714,0.19966,2.7655,10.8,0.018186,4.15E-06,0.14715,2.7766,0.00030509,0.0083275,-0.0285,2.9411,0.00026663,0.0078733,-0.16617,3.0476,0.00021066
0.1,1385,5.4188,1.0629,0.4578,3.0212,0.00046216,1.72E-08,0.40819,3.3215,0.75137,0.0036095,-0.67642,4.0604,0.69112,0.02264,0.099985,2.2685,0.016133,5.11E-05,-0.28511,2.0575,43.657,688.34,-0.12744,1.7873,3.1714,0.19966,2.7655,10.8,0.018186,4.15E-06,0.14715,2.7766,0.00030509,0.0083275,-0.0285,2.9411,0.00026663,0.0078733,-0.16617,3.0476,0.001634
0.15,1385,5.4188,1.0629,0.4578,3.0212,0.00046216,1.72E-08,0.40819,3.3215,0.75137,0.0036095,-0.67642,4.0604,0.69112,0.02264,0.099985,2.2685,0.016133,5.11E-05,-0.28511,2.0575,43.657,688.34,-0.12744,1.7873,3.1714,0.19966,2.7655,10.8,0.018186,4.15E-06,0.14715,2.7766,0.00030509,0.0083275,-0.0285,2.9411,0.00026663,0.0078733,-0.16617,3.0476,0.0051822
0.2,1385,5.4188,1.0629,0.4578,3.0212,0.00046216,1.72E-08,0.40819,3.3215,0.75137,0.0036095,-0.67642,4.0604,0.69112,0.02264,0.099985,2.2685,0.016133,5.11E-05,-0.28511,2.0575,43.657,688.34,-0.12744,1.7873,3.1714,0.19966,2.7655,10.8,0.018186,4.15E-06,0.14715,2.7766,0.00030509,0.0083275,-0.0285,2.9411,0.00026663,0.0078733,-0.16617,3.0476,0.011327
0.01,1197,5.5397,1.2235,0.32793,2.8506,0.00054244,4.13E-08,0.62137,3.4364,0.75205,0.006123,-1.1203,5.6094,0.68892,0.028705,-0.10126,2.2685,0.016974,6.40E-05,-0.035009,2.1279,44.581,665.28,-0.086326,1.8213,3.13,0.15378,3.4359,16.72,0.019457,6.18E-06,-0.033443,3.0671,0.001439,0.0072262,-0.015164,2.9462,-0.00047664,0.0076809,-0.003363,2.9853,1.79E-06
0.05,1197,5.5397,1.2235,0.32793,2.8506,0.00054244,4.13E-08,0.62137,3.4364,0.75205,0.006123,-1.1203,5.6094,0.68892,0.028705,-0.10126,2.2685,0.016974,6.40E-05,-0.035009,2.1279,44.581,665.28,-0.086326,1.8213,3.13,0.15378,3.4359,16.72,0.019457,6.18E-06,-0.033443,3.0671,0.001439,0.0072262,-0.015164,2.9462,-0.00047664,0.0076809,-0.003363,2.9853,0.00022476
0.1,1197,5.5397,1.2235,0.32793,2.8506,0.00054244,4.13E-08,0.62137,3.4364,0.75205,0.006123,-1.1203,5.6094,0.68892,0.028705,-0.10126,2.2685,0.016974,6.40E-05,-0.035009,2.1279,44.581,665.28,-0.086326,1.8213,3.13,0.15378,3.4359,16.72,0.019457,6.18E-06,-0.033443,3.0671,0.001439,0.0072262,-0.015164,2.9462,-0.00047664,0.0076809,-0.003363,2.9853,0.0017316
0.15,1197,5.5397,1.2235,0.32793,2.8506,0.00054244,4.13E-08,0.62137,3.4364,0.75205,0.006123,-1.1203,5.6094,0.68892,0.028705,-0.10126,2.2685,0.016974,6.40E-05,-0.035009,2.1279,44.581,665.28,-0.086326,1.8213,3.13,0.15378,3.4359,16.72,0.019457,6.18E-06,-0.033443,3.0671,0.001439,0.0072262,-0.015164,2.9462,-0.00047664,0.0076809,-0.003363,2.9853,0.005448
0.2,1197,5.5397,1.2235,0.32793,2.8506,0.00054244,4.13E-08,0.62137,3.4364,0.75205,0.006123,-1.1203,5.6094,0.68892,0.028705,-0.10126,2.2685,0.016974,6.40E-05,-0.035009,2.1279,44.581,665.28,-0.086326,1.8213,3.13,0.15378,3.4359,16.72,0.019457,6.18E-06,-0.033443,3.0671,0.001439,0.0072262,-0.015164,2.9462,-0.00047664,0.0076809,-0.003363,2.9853,0.011812
0.01,1021,5.4995,1.115,0.30872,2.9663,0.00063076,2.25E-08,0.023394,2.686,0.75049,0.0054735,-0.98121,5.1087,0.70608,0.025661,-0.10795,2.3061,0.018615,8.59E-05,0.17563,2.2888,44.867,673.16,-0.02576,1.8012,3.1338,0.13864,2.7881,10.435,0.020933,1.04E-05,-0.3318,3.1784,0.00085696,0.0078375,0.12971,3.2893,2.62E-05,0.0084984,-0.0099318,3.0214,2.42E-06
0.05,1021,5.4995,1.115,0.30872,2.9663,0.00063076,2.25E-08,0.023394,2.686,0.75049,0.0054735,-0.98121,5.1087,0.70608,0.025661,-0.10795,2.3061,0.018615,8.59E-05,0.17563,2.2888,44.867,673.16,-0.02576,1.8012,3.1338,0.13864,2.7881,10.435,0.020933,1.04E-05,-0.3318,3.1784,0.00085696,0.0078375,0.12971,3.2893,2.62E-05,0.0084984,-0.0099318,3.0214,0.00030105
0.1,1021,5.4995,1.115,0.30872,2.9663,0.00063076,2.25E-08,0.023394,2.686,0.75049,0.0054735,-0.98121,5.1087,0.70608,0.025661,-0.10795,2.3061,0.018615,8.59E-05,0.17563,2.2888,44.867,673.16,-0.02576,1.8012,3.1338,0.13864,2.7881,10.435,0.020933,1.04E-05,-0.3318,3.1784,0.00085696,0.0078375,0.12971,3.2893,2.62E-05,0.0084984,-0.0099318,3.0214,0.002274
0.15,1021,5.4995,1.115,0.30872,2.9663,0.00063076,2.25E-08,0.023394,2.686,0.75049,0.0054735,-0.98121,5.1087,0.70608,0.025661,-0.10795,2.3061,0.018615,8.59E-05,0.17563,2.2888,44.867,673.16,-0.02576,1.8012,3.1338,0.13864,2.7881,10.435,0.020933,1.04E-05,-0.3318,3.1784,0.00085696,0.0078375,0.12971,3.2893,2.62E-05,0.0084984,-0.0099318,3.0214,0.006965
0.2,1021,5.4995,1.115,0.30872,2.9663,0.00063076,2.25E-08,0.023394,2.686,0.75049,0.0054735,-0.98121,5.1087,0.70608,0.025661,-0.10795,2.3061,0.018615,8.59E-05,0.17563,2.2888,44.867,673.16,-0.02576,1.8012,3.1338,0.13864,2.7881,10.435,0.020933,1.04E-05,-0.3318,3.1784,0.00085696,0.0078375,0.12971,3.2893,2.62E-05,0.0084984,-0.0099318,3.0214,0.014663
0.01,673,5.5929,1.1733,0.35438,2.9511,0.00094962,6.79E-08,-0.024189,2.9702,0.75502,0.0055929,-0.96654,4.5447,0.7038,0.025904,-0.15971,2.3713,0.022377,0.00012757,0.23122,2.221,44.683,671.3,0.011441,1.8253,3.1149,0.11825,3.0026,11.768,0.02545,1.66E-05,-0.016398,2.6292,0.0013046,0.0089602,-0.092205,2.6135,-0.00042409,0.0082153,-0.028433,2.9157,2.57E-06
0.05,673,5.5929,1.1733,0.35438,2.9511,0.00094962,6.79E-08,-0.024189,2.9702,0.75502,0.0055929,-0.96654,4.5447,0.7038,0.025904,-0.15971,2.3713,0.022377,0.00012757,0.23122,2.221,44.683,671.3,0.011441,1.8253,3.1149,0.11825,3.0026,11.768,0.02545,1.66E-05,-0.016398,2.6292,0.0013046,0.0089602,-0.092205,2.6135,-0.00042409,0.0082153,-0.028433,2.9157,0.00031968
0.1,673,5.5929,1.1733,0.35438,2.9511,0.00094962,6.79E-08,-0.024189,2.9702,0.75502,0.0055929,-0.96654,4.5447,0.7038,0.025904,-0.15971,2.3713,0.022377,0.00012757,0.23122,2.221,44.683,671.3,0.011441,1.8253,3.1149,0.11825,3.0026,11.768,0.02545,1.66E-05,-0.016398,2.6292,0.0013046,0.0089602,-0.092205,2.6135,-0.00042409,0.0082153,-0.028433,2.9157,0.0024116
0.15,673,5.5929,1.1733,0.35438,2.9511,0.00094962,6.79E-08,-0.024189,2.9702,0.75502,0.0055929,-0.96654,4.5447,0.7038,0.025904,-0.15971,2.3713,0.022377,0.00012757,0.23122,2.221,44.683,671.3,0.011441,1.8253,3.1149,0.11825,3.0026,11.768,0.02545,1.66E-05,-0.016398,2.6292,0.0013046,0.0089602,-0.092205,2.6135,-0.00042409,0.0082153,-0.028433,2.9157,0.0073566
0.2,673,5.5929,1.1733,0.35438,2.9511,0.00094962,6.79E-08,-0.024189,2.9702,0.75502,0.0055929,-0.96654,4.5447,0.7038,0.025904,-0.15971,2.3713,0.022377,0.00012757,0.23122,2.221,44.683,671.3,0.011441,1.8253,3.1149,0.11825,3.0026,11.768,0.02545,1.66E-05,-0.016398,2.6292,0.0013046,0.0089602,-0.092205,2.6135,-0.00042409,0.0082153,-0.028433,2.9157,0.015398
0.01,928,5.1455,0.82132,0.45803,2.7986,0.00068588,1.71E-08,0.20197,2.9432,0.73568,0.001758,-0.053284,2.6151,0.65505,0.011219,0.48336,2.866,0.020963,7.21E-05,-0.90119,2.4927,43.232,689.61,-0.37256,1.7807,3.2635,0.35752,2.41,8.4873,0.022509,3.33E-06,0.37626,2.9578,-6.61E-05,0.010137,0.018073,2.7697,-0.0017743,0.0092734,0.0038326,2.7289,1.07E-06
0.05,928,5.1455,0.82132,0.45803,2.7986,0.00068588,1.71E-08,0.20197,2.9432,0.73568,0.001758,-0.053284,2.6151,0.65505,0.011219,0.48336,2.866,0.020963,7.21E-05,-0.90119,2.4927,43.232,689.61,-0.37256,1.7807,3.2635,0.35752,2.41,8.4873,0.022509,3.33E-06,0.37626,2.9578,-6.61E-05,0.010137,0.018073,2.7697,-0.0017743,0.0092734,0.0038326,2.7289,0.00013565
0.1,928,5.1455,0.82132,0.45803,2.7986,0.00068588,1.71E-08,0.20197,2.9432,0.73568,0.001758,-0.053284,2.6151,0.65505,0.011219,0.48336,2.866,0.020963,7.21E-05,-0.90119,2.4927,43.232,689.61,-0.37256,1.7807,3.2635,0.35752,2.41,8.4873,0.022509,3.33E-06,0.37626,2.9578,-6.61E-05,0.010137,0.018073,2.7697,-0.0017743,0.0092734,0.0038326,2.7289,0.0010754
0.15,928,5.1455,0.82132,0.45803,2.7986,0.00068588,1.71E-08,0.20197,2.9432,0.73568,0.001758,-0.053284,2.6151,0.65505,0.011219,0.48336,2.866,0.020963,7.21E-05,-0.90119,2.4927,43.232,689.61,-0.37256,1.7807,3.2635,0.35752,2.41,8.4873,0.022509,3.33E-06,0.37626,2.9578,-6.61E-05,0.010137,0.018073,2.7697,-0.0017743,0.0092734,0.0038326,2.7289,0.0035277
0.2,928,5.1455,0.82132,0.45803,2.7986,0.00068588,1.71E-08,0.20197,2.9432,0.73568,0.001758,-0.053284,2.6151,0.65505,0.011219,0.48336,2.866,0.020963,7.21E-05,-0.90119,2.4927,43.232,689.61,-0.37256,1.7807,3.2635,0.35752,2.41,8.4873,0.022509,3.33E-06,0.37626,2.9578,-6.61E-05,0.010137,0.018073,2.7697,-0.0017743,0.0092734,0.0038326,2.7289,0.0080237
0.01,1206,5.5813,1.2079,0.2339,3.0017,0.00053261,3.26E-08,0.22134,3.4259,0.75656,0.006746,-1.3038,5.6284,0.70499,0.028005,-0.27296,2.3794,0.01664,6.50E-05,0.09994,2.1609,44.523,679.56,-0.0095411,1.8285,3.1168,0.13021,3.4448,17.564,0.019229,8.09E-06,-0.16654,2.8501,-0.00015554,0.0079743,-0.1097,2.9878,0.0010184,0.0069756,0.10655,2.9065,2.32E-06
0.05,1206,5.5813,1.2079,0.2339,3.0017,0.00053261,3.26E-08,0.22134,3.4259,0.75656,0.006746,-1.3038,5.6284,0.70499,0.028005,-0.27296,2.3794,0.01664,6.50E-05,0.09994,2.1609,44.523,679.56,-0.0095411,1.8285,3.1168,0.13021,3.4448,17.564,0.019229,8.09E-06,-0.16654,2.8501,-0.00015554,0.0079743,-0.1097,2.9878,0.0010184,0.0069756,0.10655,2.9065,0.00028972
0.1,1206,5.5813,1.2079,0.2339,3.0017,0.00053261,3.26E-08,0.22134,3.4259,0.75656,0.006746,-1.3038,5.6284,0.70499,0.028005,-0.27296,2.3794,0.01664,6.50E-05,0.09994,2.1609,44.523,679.56,-0.0095411,1.8285,3.1168,0.13021,3.4448,17.564,0.019229,8.09E-06,-0.16654,2.8501,-0.00015554,0.0079743,-0.1097,2.9878,0.0010184,0.0069756,0.10655,2.9065,0.002203
0.15,1206,5.5813,1.2079,0.2339,3.0017,0.00053261,3.26E-08,0.22134,3.4259,0.75656,0.006746,-1.3038,5.6284,0.70499,0.028005,-0.27296,2.3794,0.01664,6.50E-05,0.09994,2.1609,44.523,679.56,-0.0095411,1.8285,3.1168,0.13021,3.4448,17.564,0.019229,8.09E-06,-0.16654,2.8501,-0.00015554,0.0079743,-0.1097,2.9878,0.0010184,0.0069756,0.10655,2.9065,0.0067973
0.2,1206,5.5813,1.2079,0.2339,3.0017,0.00053261,3.26E-08,0.22134,3.4259,0.75656,0.006746,-1.3038,5.6284,0.70499,0.028005,-0.27296,2.3794,0.01664,6.50E-05,0.09994,2.1609,44.523,679.56,-0.0095411,1.8285,3.1168,0.13021,3.4448,17.564,0.019229,8.09E-06,-0.16654,2.8501,-0.00015554,0.0079743,-0.1097,2.9878,0.0010184,0.0069756,0.10655,2.9065,0.014421
0.01,1506,5.5385,1.3636,0.19631,2.7627,0.00042395,2.88E-08,0.43881,3.3987,0.75048,0.0088507,-1.1474,4.7398,0.70132,0.030639,-0.29217,2.3662,0.014898,5.52E-05,0.21133,2.2299,45.088,684.06,-0.01551,1.7934,3.1323,0.14179,2.9793,12.36,0.016826,7.93E-06,-0.26911,3.1223,0.00014475,0.0084743,-0.050536,3.133,0.00011539,0.0079667,-0.066066,3.1265,2.52E-06
0.05,1506,5.5385,1.3636,0.19631,2.7627,0.00042395,2.88E-08,0.43881,3.3987,0.75048,0.0088507,-1.1474,4.7398,0.70132,0.030639,-0.29217,2.3662,0.014898,5.52E-05,0.21133,2.2299,45.088,684.06,-0.01551,1.7934,3.1323,0.14179,2.9793,12.36,0.016826,7.93E-06,-0.26911,3.1223,0.00014475,0.0084743,-0.050536,3.133,0.00011539,0.0079667,-0.066066,3.1265,0.00031376
0.1,1506,5.5385,1.3636,0.19631,2.7627,0.00042395,2.88E-08,0.43881,3.3987,0.75048,0.0088507,-1.1474,4.7398,0.70132,0.030639,-0.29217,2.3662,0.014898,5.52E-05,0.21133,2.2299,45.088,684.06,-0.01551,1.7934,3.1323,0.14179,2.9793,12.36,0.016826,7.93E-06,-0.26911,3.1223,0.00014475,0.0084743,-0.050536,3.133,0.00011539,0.0079667,-0.066066,3.1265,0.0023721
0.15,1506,5.5385,1.3636,0.19631,2.7627,0.00042395,2.88E-08,0.43881,3.3987,0.75048,0.0088507,-1.1474,4.7398,0.70132,0.030639,-0.29217,2.3662,0.014898,5.52E-05,0.21133,2.2299,45.088,684.06,-0.01551,1.7934,3.1323,0.14179,2.9793,12.36,0.016826,7.93E-06,-0.26911,3.1223,0.00014475,0.0084743,-0.050536,3.133,0.00011539,0.0079667,-0.066066,3.1265,0.0072587
0.2,1506,5.5385,1.3636,0.19631,2.7627,0.00042395,2.88E-08,0.43881,3.3987,0.75048,0.0088507,-1.1474,4.7398,0.70132,0.030639,-0.29217,2.3662,0.014898,5.52E-05,0.21133,2.2299,45.088,684.06,-0.01551,1.7934,3.1323,0.14179,2.9793,12.36,0.016826,7.93E-06,-0.26911,3.1223,0.00014475,0.0084743,-0.050536,3.133,0.00011539,0.0079667,-0.066066,3.1265,0.015264
0.01,1181,5.5978,1.2474,0.33098,3.0276,0.00054241,2.59E-08,0.12238,2.8081,0.74782,0.0069798,-0.93455,4.2244,0.70224,0.028983,-0.2325,2.2672,0.016978,7.79E-05,0.31792,2.3039,45.051,663.48,-0.0089907,1.8445,3.1136,0.12446,3.3382,15.32,0.019059,1.22E-05,-0.13315,2.8591,-0.00070849,0.0089509,0.050182,3.2815,-8.53E-05,0.0085099,-0.044116,3.3718,2.58E-06
0.05,1181,5.5978,1.2474,0.33098,3.0276,0.00054241,2.59E-08,0.12238,2.8081,0.74782,0.0069798,-0.93455,4.2244,0.70224,0.028983,-0.2325,2.2672,0.016978,7.79E-05,0.31792,2.3039,45.051,663.48,-0.0089907,1.8445,3.1136,0.12446,3.3382,15.32,0.019059,1.22E-05,-0.13315,2.8591,-0.00070849,0.0089509,0.050182,3.2815,-8.53E-05,0.0085099,-0.044116,3.3718,0.00031974
0.1,1181,5.5978,1.2474,0.33098,3.0276,0.00054241,2.59E-08,0.12238,2.8081,0.74782,0.0069798,-0.93455,4.2244,0.70224,0.028983,-0.2325,2.2672,0.016978,7.79E-05,0.31792,2.3039,45.051,663.48,-0.0089907,1.8445,3.1136,0.12446,3.3382,15.32,0.019059,1.22E-05,-0.13315,2.8591,-0.00070849,0.0089509,0.050182,3.2815,-8.53E-05,0.0085099,-0.044116,3.3718,0.0023986
0.15,1181,5.5978,1.2474,0.33098,3.0276,0.00054241,2.59E-08,0.12238,2.8081,0.74782,0.0069798,-0.93455,4.2244,0.70224,0.028983,-0.2325,2.2672,0.016978,7.79E-05,0.31792,2.3039,45.051,663.48,-0.0089907,1.8445,3.1136,0.12446,3.3382,15.32,0.019059,1.22E-05,-0.13315,2.8591,-0.00070849,0.0089509,0.050182,3.2815,-8.53E-05,0.0085099,-0.044116,3.3718,0.0072812
0.2,1181,5.5978,1.2474,0.33098,3.0276,0.00054241,2.59E-08,0.12238,2.8081,0.74782,0.0069798,-0.93455,4.2244,0.70224,0.028983,-0.2325,2.2672,0.016978,7.79E-05,0.31792,2.3039,45.051,663.48,-0.0089907,1.8445,3.1136,0.12446,3.3382,15.32,0.019059,1.22E-05,-0.13315,2.8591,-0.00070849,0.0089509,0.050182,3.2815,-8.53E-05,0.0085099,-0.044116,3.3718,0.015204
0.01,968,5.5393,1.1774,0.26108,3.0741,0.00066008,4.05E-08,0.13026,3.2021,0.74238,0.0072034,-1.0581,4.6749,0.69003,0.028667,-0.14314,2.2756,0.018968,9.84E-05,0.3081,2.2857,45.195,669.71,-0.028345,1.8366,3.133,0.14233,2.9496,12.016,0.020941,1.23E-05,-0.067463,3.0326,-8.92E-05,0.0093393,-0.074597,3.0308,0.0030774,0.0089431,0.027067,2.7965,2.57E-06
0.05,968,5.5393,1.1774,0.26108,3.0741,0.00066008,4.05E-08,0.13026,3.2021,0.74238,0.0072034,-1.0581,4.6749,0.69003,0.028667,-0.14314,2.2756,0.018968,9.84E-05,0.3081,2.2857,45.195,669.71,-0.028345,1.8366,3.133,0.14233,2.9496,12.016,0.020941,1.23E-05,-0.067463,3.0326,-8.92E-05,0.0093393,-0.074597,3.0308,0.0030774,0.0089431,0.027067,2.7965,0.00031808
0.1,968,5.5393,1.1774,0.26108,3.0741,0.00066008,4.05E-08,0.13026,3.2021,0.74238,0.0072034,-1.0581,4.6749,0.69003,0.028667,-0.14314,2.2756,0.018968,9.84E-05,0.3081,2.2857,45.195,669.71,-0.028345,1.8366,3.133,0.14233,2.9496,12.016,0.020941,1.23E-05,-0.067463,3.0326,-8.92E-05,0.0093393,-0.074597,3.0308,0.0030774,0.0089431,0.027067,2.7965,0.0023691
0.15,968,5.5393,1.1774,0.26108,3.0741,0.00066008,4.05E-08,0.13026,3.2021,0.74238,0.0072034,-1.0581,4.6749,0.69003,0.028667,-0.14314,2.2756,0.018968,9.84E-05,0.3081,2.2857,45.195,669.71,-0.028345,1.8366,3.133,0.14233,2.9496,12.016,0.020941,1.23E-05,-0.067463,3.0326,-8.92E-05,0.0093393,-0.074597,3.0308,0.0030774,0.0089431,0.027067,2.7965,0.0071382
0.2,968,5.5393,1.1774,0.26108,3.0741,0.00066008,4.05E-08,0.13026,3.2021,0.74238,0.0072034,-1.0581,4.6749,0.69003,0.028667,-0.14314,2.2756,0.018968,9.84E-05,0.3081,2.2857,45.195,669.71,-0.028345,1.8366,3.133,0.14233,2.9496,12.016,0.020941,1.23E-05,-0.067463,3.0326,-8.92E-05,0.0093393,-0.074597,3.0308,0.0030774,0.0089431,0.027067,2.7965,0.014817
0.01,1505,5.5355,1.1891,0.33219,3.115,0.00042302,1.73E-08,0.15244,2.9422,0.7524,0.0065946,-1.1305,5.3901,0.7098,0.028754,-0.21637,2.311,0.015047,5.78E-05,0.23754,2.2417,45.008,672.35,-0.0077923,1.8212,3.1331,0.14374,2.9482,11.806,0.017022,7.58E-06,-0.18731,2.973,-0.00070598,0.0078912,-0.08227,3.2197,0.00016174,0.0082164,0.062304,3.0083,2.66E-06
0.05,1505,5.5355,1.1891,0.33219,3.115,0.00042302,1.73E-08,0.15244,2.9422,0.7524,0.0065946,-1.1305,5.3901,0.7098,0.028754,-0.21637,2.311,0.015047,5.78E-05,0.23754,2.2417,45.008,672.35,-0.0077923,1.8212,3.1331,0.14374,2.9482,11.806,0.017022,7.58E-06,-0.18731,2.973,-0.00070598,0.0078912,-0.08227,3.2197,0.00016174,0.0082164,0.062304,3.0083,0.00032963
0.1,1505,5.5355,1.1891,0.33219,3.115,0.00042302,1.73E-08,0.15244,2.9422,0.7524,0.0065946,-1.1305,5.3901,0.7098,0.028754,-0.21637,2.311,0.015047,5.78E-05,0.23754,2.2417,45.008,672.35,-0.0077923,1.8212,3.1331,0.14374,2.9482,11.806,0.017022,7.58E-06,-0.18731,2.973,-0.00070598,0.0078912,-0.08227,3.2197,0.00016174,0.0082164,0.062304,3.0083,0.0024567
0.15,1505,5.5355,1.1891,0.33219,3.115,0.00042302,1.73E-08,0.15244,2.9422,0.7524,0.0065946,-1.1305,5.3901,0.7098,0.028754,-0.21637,2.311,0.015047,5.78E-05,0.23754,2.2417,45.008,672.35,-0.0077923,1.8212,3.1331,0.14374,2.9482,11.806,0.017022,7.58E-06,-0.18731,2.973,-0.00070598,0.0078912,-0.08227,3.2197,0.00016174,0.0082164,0.062304,3.0083,0.0074105
0.2,1505,5.5355,1.1891,0.33219,3.115,0.00042302,1.73E-08,0.15244,2.9422,0.7524,0.0065946,-1.1305,5.3901,0.7098,0.028754,-0.21637,2.311,0.015047,5.78E-05,0.23754,2.2417,45.008,672.35,-0.0077923,1.8212,3.1331,0.14374,2.9482,11.806,0.017022,7.58E-06,-0.18731,2.973,-0.00070598,0.0078912,-0.08227,3.2197,0.00016174,0.0082164,0.062304,3.0083,0.015405
0.01,682,5.5528,1.5985,0.28248,2.9341,0.0009284,1.36E-07,0.27395,2.609,0.74461,0.0092736,-1.098,4.6737,0.69846,0.029903,-0.3321,2.4117,0.022117,0.00012864,0.31226,2.3435,45.424,661.03,-0.015295,1.8323,3.1261,0.12971,2.8563,10.839,0.024571,2.19E-05,-0.12185,2.7981,0.00029109,0.0097354,-0.21381,3.1944,-0.0016928,0.0090077,-0.11292,2.8501,2.64E-06
0.05,682,5.5528,1.5985,0.28248,2.9341,0.0009284,1.36E-07,0.27395,2.609,0.74461,0.0092736,-1.098,4.6737,0.69846,0.029903,-0.3321,2.4117,0.022117,0.00012864,0.31226,2.3435,45.424,661.03,-0.015295,1.8323,3.1261,0.12971,2.8563,10.839,0.024571,2.19E-05,-0.12185,2.7981,0.00029109,0.0097354,-0.21381,3.1944,-0.0016928,0.0090077,-0.11292,2.8501,0.00032724
0.1,682,5.5528,1.5985,0.28248,2.9341,0.0009284,1.36E-07,0.27395,2.609,0.74461,0.0092736,-1.098,4.6737,0.69846,0.029903,-0.3321,2.4117,0.022117,0.00012864,0.31226,2.3435,45.424,661.03,-0.015295,1.8323,3.1261,0.12971,2.8563,10.839,0.024571,2.19E-05,-0.12185,2.7981,0.00029109,0.0097354,-0.21381,3.1944,-0.0016928,0.0090077,-0.11292,2.8501,0.0024512
0.15,682,5.5528,1.5985,0.28248,2.9341,0.0009284,1.36E-07,0.27395,2.609,0.74461,0.0092736,-1.098,4.6737,0.69846,0.029903,-0.3321,2.4117,0.022117,0.00012864,0.31226,2.3435,45.424,661.03,-0.015295,1.8323,3.1261,0.12971,2.8563,10.839,0.024571,2.19E-05,-0.12185,2.7981,0.00029109,0.0097354,-0.21381,3.1944,-0.0016928,0.0090077,-0.11292,2.8501,0.0074275
