1, 2, 413
2, 414, 2
3, 10, 415
4, 416, 10
5, 21, 417
6, 418, 29
7, 33, 419
8, 420, 33
9, 121, 421
10, 422, 121
11, 119, 423
12, 424, 119
13, 122, 425
14, 426, 122
15, 51, 427
16, 428, 51
17, 123, 429
18, 430, 123
19, 124, 431
20, 432, 124
21, 125, 433
22, 434, 125
23, 126, 435
24, 436, 126
25, 81, 437
26, 438, 81
27, 120, 439
28, 440, 120
29, 127, 441
30, 442, 127
31, 128, 443
32, 444, 128
33, 129, 445
34, 446, 129
35, 130, 447
36, 448, 130
37, 507, 449
38, 2, 450
39, 10, 2
40, 2, 3
41, 21, 10
42, 10, 9
43, 29, 21
44, 33, 29
45, 21, 137
46, 121, 33
47, 33, 131
48, 119, 121
49, 121, 132
50, 122, 119
51, 119, 133
52, 51, 122
53, 122, 134
54, 123, 51
55, 51, 52
56, 124, 123
57, 123, 58
58, 125, 124
59, 124, 135
60, 72, 125
61, 125, 136
62, 126, 72
63, 81, 126
64, 83, 81
65, 72, 73
66, 120, 83
67, 83, 138
68, 127, 120
69, 120, 88
70, 128, 127
71, 127, 139
72, 129, 128
73, 128, 140
74, 130, 129
75, 129, 141
76, 507, 130
77, 130, 142
78, 507, 508
79, 3, 451
80, 9, 3
81, 137, 9
82, 131, 137
83, 132, 131
84, 133, 132
85, 134, 133
86, 52, 134
87, 58, 52
88, 135, 58
89, 136, 135
90, 73, 136
91, 74, 73
92, 138, 74
93, 88, 138
94, 139, 88
95, 140, 139
96, 141, 140
97, 142, 141
98, 508, 142
99, 3, 509
100, 143, 3
101, 9, 143
102, 17, 9
103, 137, 17
104, 144, 137
105, 131, 144
106, 153, 131
107, 132, 153
108, 145, 132
109, 133, 145
110, 146, 133
111, 134, 146
112, 154, 134
113, 52, 154
114, 155, 52
115, 58, 155
116, 61, 58
117, 135, 61
118, 147, 135
119, 136, 147
120, 148, 136
121, 74, 148
122, 149, 74
123, 138, 149
124, 150, 138
125, 88, 150
126, 151, 88
127, 139, 151
128, 152, 139
129, 140, 152
130, 156, 140
131, 141, 156
132, 157, 141
133, 142, 157
134, 158, 142
135, 508, 158
136, 143, 509
137, 17, 143
138, 144, 17
139, 153, 144
140, 145, 153
141, 146, 145
142, 154, 146
143, 155, 154
144, 61, 155
145, 147, 61
146, 148, 147
147, 149, 148
148, 150, 149
149, 151, 150
150, 152, 151
151, 156, 152
152, 157, 156
153, 158, 157
154, 452, 158
155, 1, 509
156, 143, 6
157, 12, 143
158, 17, 12
159, 159, 17
160, 144, 159
161, 160, 144
162, 153, 160
163, 161, 153
164, 145, 161
165, 162, 145
166, 146, 162
167, 163, 146
